OrganizationName,Industries,HeadquartersLocation,Description,CBRank,PostalCode,EstimatedRevenueRange,OperatingStatus,FoundedDate,ExitDate,ClosedDate,Company Type,Website,NumberOfFounders,NumberOfEmployees,NumberOfFundingRounds,TotalEquityFundingAmount,TotalFundingAmount,Top5Investors,FullDescription,LastFundingAmount,LastFundingDate,NumberOfInvestors,FundingStatus,LastFundingType,
HorseAnalytics Logo HorseAnalytics,"Artificial Intelligence (AI) , Information Technology , Internet of Things , Software","Hamburg , Hamburg , Germany",HorseAnalytics empowers horse enthusiasts to monitor and improve health and training of horses by applying reliable technologies.,"137,261",22335,—,Active,"Sep 19, 2016",—,—,For Profit,www.horseanalytics.com/,2,1-10,2,"625,000.00 €","625,000.00 €","VentureVilla Accelerator , Holger Hübner",HorseAnalytics empowers horse enthusiasts to monitor and improve health and training of horses by applying reliable technologies from health and sports supervision and combining constant and real-time scientific analytics.,"525,000.00 €","May 1, 2018",2,Seed,Seed,
Honda Research Institute Europe Logo Honda Research Institute Europe,"Artificial Intelligence (AI) , Machine Learning , Machinery Manufacturing , Manufacturing , Sales","Offenbach , Hessen , Germany",Honda Research Institute Europe is a research in Artificial Intelligence and intelligent systems.,"670,998",63073,$50M to $100M,Active,2002,—,—,For Profit,www.honda-ri.de,—,101-250,—,—,—,—,"Honda Research Institute Europe is the ability to adapt intelligent conduct to novel situations by drawing on prior experience. Personalization is the tailoring of a system to the capabilities of a single user. Computational technologies like computational fluid dynamics and finite element methods are used extensively in development, testing, manufacturing, and servicing. The adaption of an existing system with a fitting parametrization according to a previously defined optimal system structure is known as system optimization. Honda founded the Honda Technical Research Institute, which later became the Honda Motor Company. In engineering optimization, there is a tendency toward a holistic approach based on knowledge generation from vast heterogeneous data sets.",—,—,—,—,—,
homo ex machina Logo homo ex machina,"Artificial Intelligence (AI) , Generative AI , Natural Language Processing","Heidelberg , Baden-Wurttemberg , Germany","Artificial Intelligence, Generative AI, Large Language Models, Neuromorphic Hardware","45,153",69121,—,Active,"Jan 1, 2024",—,—,For Profit,homoexmachina.ai,1,1-10,1,"500,000.00 €","500,000.00 €",—,"Quantum Leap of Progress in Serving Humanity with AGIAt homo ex machina, we aim to be at the forefront of General Artificial Intelligence (AGI). Our goal is to develop AGI systems that are not only technically advanced but also ethically responsible and socially beneficial. Our team, composed of dedicated Post-Doctoral researchers, is passionately committed to the belief that contributing to the development of Artificial General Intelligence (AGI) represents the most significant contribution to human history. Our focus lies in advancing the field through research in Large Language Model optimization and the development of innovative algorithms for neuromorphic hardware.","500,000.00 €","Jan 1, 2024",0,Seed,Pre-Seed,
Homemade Code Logo Homemade Code,"Artificial Intelligence (AI) , Consulting , Information Technology , Machine Learning , Network Security","Munich , Bayern , Germany","Homemade Code provides IT solutions that include data science, machine learning, bot development, code reviews & IT security consultation.","1,012,402",80335,Less than $1M,Active,2012,—,—,For Profit,www.homemadecode.de,—,1-10,—,—,—,—,—,—,—,—,—,—,
home-ix Logo home-ix,"Artificial Intelligence (AI) , Automotive , Software","Stuttgart , Baden-Wurttemberg , Germany",Smart IX is a developer of the smart ecosystem for homes.,"547,020",70469,$1M to $10M,Active,2016,—,—,For Profit,home-ix.com/,—,1-10,1,—,—,SpinLab - The HHL Accelerator,"Smart IX is a  smart ecosystem solution developing company for home and beyond. Their technology includes AI ml-as-a-service, smart ecosystems, security privacy-by-design, smart personalization, smart data, normalization, and white-label customization.",—,"May 1, 2020",1,—,Non-equity Assistance,
Hofmann Maschinen- und Anlagenbau Logo Hofmann Maschinen- und Anlagenbau,"Machine Learning , Machinery Manufacturing , Manufacturing , Mechanical Engineering","Worms , Rheinland-Pfalz , Germany",Hofmann Maschinen- und Anlagenbau is a mechanical engineering company that specializes in special machine construction.,"1,493,805",67550,—,Active,1997,—,—,For Profit,www.hofmannmaschinen.com/,—,101-250,—,—,—,—,—,—,—,—,—,—,
Hoehn Consulting Logo Hoehn Consulting,"Artificial Intelligence (AI) , IT Infrastructure , Project Management","Kiel , Schleswig-Holstein , Germany","Hoehn Consulting specializes in project management, digital solutions, data-based management, AI, IT infrastructure, and IT operations.","793,602",—,—,Active,2013,—,—,For Profit,hoehn-consulting.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
HiveNet Logo HiveNet,"Artificial Intelligence (AI) , Blockchain , Cloud Computing , Information Technology , Software","Munich , Bayern , Germany","HiveNet is developing a distributed cloud computing network, enabling computer owners to securely rent out their idle computing power","321,035",—,—,Active,"Dec 6, 2018",—,—,For Profit,www.hivenet.cloud/,—,1-10,—,—,—,—,"HiveNet is a distributed cloud computing platform, which enables computer owners all around the world to securely rent out their unused computing resources for an income. HiveNet utilizes the blockchain technology and artificial intelligence to ensure fair rewards for computer owners and high efficiency within the network. For customers, HiveNet is meant to be much cheaper than traditional cloud computing providers, because HiveNet utilizes existing idle resources and thereby saves on most relevant cost drivers, like for example amortization of hardware investments",—,—,—,—,—,
Hivemind Technologies Logo Hivemind Technologies,"Analytics , Artificial Intelligence (AI) , Information Technology , Location Based Services , Machine Learning , Software","Köln , Nordrhein-Westfalen , Germany",Machine-Learning enabled Data Analytics,"568,005",50968,$1M to $10M,Active,2014,"Aug 24, 2022",—,For Profit,www.hivemindtechnologies.com/,—,11-50,1,—,—,BA4V,Machine-Learning enabled Data Analytics,—,"Nov 6, 2017",1,M&A,Convertible Note,
Hippolyt Thum Logo Hippolyt Thum,"Artificial Intelligence (AI) , Customer Service , Hardware , Printing","Kulmbach , Bayern , Germany",Hippolyt Thum provides hardware and printing solutions.,"1,385,023",95326,$1M to $10M,Active,1983,—,—,For Profit,www.thum.de,—,11-50,—,—,—,—,"Hippolyt Thum digitizes, transmits, and controls documents and data in a user- and process-focused way with artificial intelligence and appropriate hardware. They provide print and document management outsourcing without compromising on quality.",—,—,—,—,—,
Hippo AI Foundation Logo Hippo AI Foundation,"Artificial Intelligence (AI) , Health Care , Non Profit","Berlin , Berlin , Germany",Hippo AI Foundation is a non-profit organization that specializes in making medical artificial intelligence a common good.,"317,941",10435,—,Active,2019,—,—,Non-profit,www.hippoai.org,—,1-10,—,—,—,—,—,—,—,—,—,—,
hijob Logo hijob,"Artificial Intelligence (AI) , Human Resources , Information Technology , Internet , Machine Learning , Recruiting","Cologne , Nordrhein-Westfalen , Germany","With ""the best AI for HR in Europe"" (customer) we help companies and talents to manage their careers - skill-based, bias-free, life-long.","1,084,729",50678,—,Active,"Jul 2, 2015",—,—,For Profit,www.hijob.me/business/en/,2,11-50,—,—,—,—,"You have life companions for everything: travel, entertainment, business... but: isn't something missing? How do you plan your career? Who will help you to make meaningful decisions?Meet hijob - your life-long AI-driven career manager.With our AI we accompany everyone throughout their whole career to help them to use and develop their skills in the best possible way.",—,—,—,—,—,
heyvie Logo heyvie,"Machine Learning , Neuroscience , Training","Karlsruhe , Baden-Wurttemberg , Germany",Imagine a society in which every human could pursue whatever goal they want. Say hey to your new life. Say heyvie.,"109,192",—,—,Active,"May 31, 2021",—,—,For Profit,heyvie.io,2,1-10,1,"435,000.00 €","435,000.00 €","APX , Calm/Storm Ventures",Anyone has this small nudge here and there. Or some movement that is limited. Or something they want to improve on. Even professional athletes. Neurocentric Training is the key to long-term performance and resilience. However it is only accessible to a fraction of people. HAYV builds data-driven technology to make neurocentric training accessible and facilitate a resilient society. HAYV gives you options. Options to automatically build your individual neurocentric toolkit. Options to move as desired and change. Options to become resilient. HAYV was founded in the midsts of COVID-19. Never before has it been this important to be resilient as well as decisive about your own life. Get moving. Now.,"435,000.00 €","Jul 1, 2021",2,Seed,Pre-Seed,
heyLisa.ai Logo heyLisa.ai,"Artificial Intelligence (AI) , Information Technology , Media and Entertainment , Podcast , Social Media , Social Media Marketing , Software , Video , Video Editing","Berlin , Berlin , Germany",Lisa edits real-time based on your feedback and commands — just text her.,"68,897",—,—,Active,Sep 2023,—,—,For Profit,heylisa.ai,3,1-10,1,"100,000.00 €","100,000.00 €",Heartfelt Capital,Lisa edits real-time based on your feedback and commands…just like the bestvideo editing expert.Lisa tailors content to major SoMe platforms to drive engagement…just like the bestsocial media expert.Lisa helps you tell your stories better…just like the bestmarketing expert.,"100,000.00 €","Sep 30, 2023",1,Seed,Pre-Seed,
HeyJobs Logo HeyJobs,"Artificial Intelligence (AI) , Human Resources , Information Technology , Machine Learning , Recruiting , SaaS , Software","Berlin , Berlin , Germany",HeyJobs is a career platform matching the world's essential talent to opportunities.,"4,541",10999,$100M to $500M,Active,"Mar 1, 2016",—,—,For Profit,hire.heyjobs.co/en-de/,2,251-500,3,"$62,000,000","$62,000,000","Notion Capital , Heartcore Capital , Global Founders Capital , Yttrium , FMZ Ventures","HeyJobs is a Talent Platform that helps employers find the right talents at a friction of the traditional cost per hire. It helps talent find jobs that enable them to live a fulfilling life. Through a combination of machine learning, automation and software, we have created >100'000 hires already.","$47,000,000","Mar 24, 2022",6,Early Stage Venture,Series B,
